0,1,19,-1,4,1,0,0,0,1,0.12159525351826446,0.6710697894968587,0,0,760.0,0,0,0,0,0,3,1,0,0,1,0,4.0,8.222222222222221,1,0,710.0,0,0,0,50.0,0,
0,1,19,-1,4,1,0,0,0,1,0.12307707370150212,0.6843003268471948,0,0,760.0,0,0,0,0,0,3,1,0,0,1,0,4.049382716049383,8.333333333333334,1,0,610.0,0,0,100.0,50.0,0,
0,1,19,-1,4,1,0,0,0,1,0.12241554683398531,0.6737158969669258,0,0,710.0,0,50.0,0,0,0,3,1,0,0,1,0,4.098765432098766,8.444444444444445,1,0,510.0,0,0,200.0,50.0,0,
0,1,19,-1,4,1,0,0,0,1,0.09905703314196687,0.8647563299594877,0,0,710.0,0,50.0,0,0,0,3,1,0,0,1,0,3.6543209876543212,7.444444444444445,1,0,440.0,0,0,270.0,50.0,0,
0,1,19,-1,4,1,0,0,0,1,0.05710547992980407,0.7553589630010669,0,0,710.0,0,50.0,0,0,0,3,1,0,0,1,0,3.2098765432098766,6.444444444444445,1,0,370.0,0,0,340.0,50.0,0,
0,1,19,-1,4,1,0,0,0,1,0.05673337106682586,0.6918027692043895,0,0,660.0,50.0,50.0,0,0,0,3,1,0,0,1,0,3.0123456790123457,6.0,1,0,320.0,0,0,390.0,50.0,0,
-1,1,16,-1,4,1,0,0,0,1,1.1700960219478742,1.1700960219478742,0,0,660.0,50.0,50.0,0,0,0,3,1,0,0,1,0,1.0,5.0,1,0,250.0,0,0,460.0,50.0,0,
-1,1,16,-1,4,1,0,0,0,1,2.6550378181679624,4.294029111415942,0,0,660.0,50.0,50.0,0,0,0,3,1,0,0,1,0,1.0,4.0,1,0,200.0,0,0,510.0,50.0,0,
-1,1,16,-1,4,1,0,0,0,1,0.31576562738149677,3.9549027873037654,0,0,660.0,50.0,50.0,0,0,0,3,1,0,0,1,0,1.0,3.0,1,0,150.0,0,0,560.0,50.0,0,
-1,1,16,-1,4,1,0,0,0,1,0.2645759506934919,0.585721565226814,0,0,660.0,50.0,50.0,0,0,0,3,1,0,0,1,0,1.0,2.0,1,0,100.0,0,0,610.0,50.0,0,
-1,1,16,-1,4,1,0,0,0,1,0.19640368856796897,4.172658799542923,0,0,660.0,50.0,50.0,0,0,0,3,1,0,0,1,0,1.0,1.0,1,0,50.0,0,0,660.0,50.0,0,
-1,1,16,-1,4,1,0,0,0,1,0.18989849796355573,4.043164915226508,0,0,610.0,100.0,50.0,0,0,0,3,1,0,0,1,0,1.0,1.0,0,0,0,0,0,710.0,50.0,0,
